period,party,label_l3,meeting_count,mention_count,party_meetings,party_total_chars,meeting_presence_rate,mentions_per_10k_chars
2017-Q4,새누리당,전자정부,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,정보시스템통합관리,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,정부의전,3,345,6,646867,0.5,5.333399
2017-Q4,새누리당,정부혁신,4,1896,6,646867,0.666667,29.310507
2017-Q4,새누리당,조직관리,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,지방세,2,2048,6,646867,0.333333,31.660295
2017-Q4,새누리당,지방재정,3,896,6,646867,0.5,13.851379
2017-Q4,새누리당,지방행정,2,496,6,646867,0.333333,7.667728
2017-Q4,새누리당,지역균형발전,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,청사관리,0,0,6,646867,0.0,0.0
2017-Q4,새로운미래,국가기록물,0,0,0,0,0.0,0.0
2017-Q4,새로운미래,국가적중장기과제추진·지원,0,0,0,0,0.0,0.0
